# Channel	Signal	X(mm)	Y(mm)	Z(mm)	Phi(rad)	Theta(rad)
455	3.40552	152.355	52.7774	956.203	1.23732	0.18807
456	0.515987	164.289	52.7112	954.061	1.23732	0.18807
457	2.8666	158.265	63.2245	954.49	1.23732	0.18807
458	1.23837	146.331	63.2906	956.632	1.23732	0.18807
459	6.7881	140.422	52.8435	958.345	1.23732	0.18807
460	6.79957	146.446	42.3303	957.917	1.23732	0.18807
461	6.84543	158.379	42.2641	955.775	1.23732	0.18807
462	3.30232	128.103	73.9819	958.628	1.04707	0.172387
463	3.02713	140.093	73.9041	956.827	1.04707	0.172387
464	0.642118	134.03	84.4041	956.826	1.04707	0.172387
465	0.859979	122.041	84.4819	958.627	1.04707	0.172387
466	0	116.113	74.0597	960.429	1.04707	0.172387
467	0	122.176	63.5598	960.429	1.04707	0.172387
468	1.92635	134.165	63.4819	958.628	1.04707	0.172387
469	12.0626	103.77	95.1669	959.838	0.828615	0.164
470	13.4501	115.806	95.0858	958.379	0.828615	0.164
471	1.65116	109.717	105.562	957.95	0.828615	0.164
472	3.57751	97.6815	105.643	959.409	0.828615	0.164
473	2.96979	91.7337	95.2479	961.297	0.828615	0.164
474	0	97.8218	84.7718	961.726	0.828615	0.164
475	0.837046	109.858	84.6907	960.268	0.828615	0.164
476	6.9601	79.3666	116.301	959.838	0.598834	0.164
477	2.10981	91.4392	116.225	958.723	0.598834	0.164
478	0	85.3373	126.667	957.864	0.598834	0.164
479	0.481588	73.2646	126.742	958.98	0.598834	0.164
480	3.63484	67.2939	116.376	960.954	0.598834	0.164
481	4.47189	73.3958	105.935	961.812	0.598834	0.164
482	2.48821	85.4685	105.859	960.696	0.598834	0.164
483	0	54.9227	137.358	958.628	0.380378	0.172387
484	0	67.0223	137.296	957.855	0.380378	0.172387
485	1.14664	60.9188	147.693	956.569	0.380378	0.172387
486	0.550386	48.8192	147.755	957.341	0.380378	0.172387
487	11.8448	42.8231	137.42	959.4	0.380378	0.172387
488	20.2267	48.9265	127.023	960.686	0.380378	0.172387
489	4.1623	61.0261	126.961	959.914	0.380378	0.172387
490	0	30.471	158.332	956.203	0.190126	0.18807
491	3.10739	42.5877	158.292	955.775	0.190126	0.18807
492	5.61853	36.495	168.634	954.061	0.190126	0.18807
493	8.31313	24.3783	168.673	954.49	0.190126	0.18807
494	8.48512	18.3543	158.372	956.632	0.190126	0.18807
495	3.49725	24.447	148.03	958.345	0.190126	0.18807
496	4.24256	36.5637	147.991	957.917	0.190126	0.18807
497	2.75193	-0.0187218	147.931	958.628	-0.000126557	0.172387
498	8.26726	12.1056	147.931	958.628	-0.000126557	0.172387
499	0	6.04348	158.276	956.827	-0.000126557	0.172387
500	0	-6.08088	158.276	956.826	-0.000126557	0.172387
501	11.9938	-12.1431	147.931	958.627	-0.000126557	0.172387
502	6.19185	-6.08092	137.587	960.429	-0.000126557	0.172387
503	2.6602	6.04344	137.587	960.429	-0.000126557	0.172387
504	1.08931	-30.5321	137.451	959.838	-0.218583	0.164
505	8.48512	-18.4154	137.485	960.268	-0.218583	0.164
506	7.71688	-24.4439	147.834	958.379	-0.218583	0.164
507	0.12613	-36.5606	147.799	957.95	-0.218583	0.164
508	4.1623	-42.6488	137.416	959.409	-0.218583	0.164
509	1.4677	-36.6203	127.068	961.297	-0.218583	0.164
510	0	-24.5036	127.102	961.726	-0.218583	0.164
511	4.10497	-61.036	126.884	959.838	-0.448364	0.164
512	0	-48.9422	126.947	960.696	-0.448364	0.164
513	0	-54.9341	137.301	958.723	-0.448364	0.164
514	0.837046	-67.0278	137.238	957.864	-0.448364	0.164
515	1.23837	-73.1298	126.82	958.98	-0.448364	0.164
516	5.73319	-67.1379	116.466	960.954	-0.448364	0.164
517	0	-55.0441	116.53	961.812	-0.448364	0.164
518	0.928777	-91.4941	116.243	958.628	-0.66682	0.172387
519	0	-79.4385	116.331	959.914	-0.66682	0.172387
520	4.87321	-85.3907	126.691	957.855	-0.66682	0.172387
521	2.63727	-97.4463	126.604	956.569	-0.66682	0.172387
522	2.729	-103.55	116.156	957.341	-0.66682	0.172387
523	9.43683	-97.5976	105.796	959.4	-0.66682	0.172387
524	10.2165	-85.5419	105.883	960.686	-0.66682	0.172387
525	0	-121.884	105.555	956.203	-0.857072	0.18807
526	2.36208	-109.882	105.661	957.917	-0.857072	0.18807
527	0	-115.791	116.028	955.775	-0.857072	0.18807
528	1.86902	-127.794	115.922	954.061	-0.857072	0.18807
529	2.31621	-133.886	105.449	954.49	-0.857072	0.18807
530	0	-127.977	95.0812	956.632	-0.857072	0.18807
531	0	-115.975	95.187	958.345	-0.857072	0.18807
532	0	-128.122	73.9495	958.628	-1.04732	0.172387
533	1.90342	-116.132	74.0273	960.429	-1.04732	0.172387
534	0	-122.06	84.4495	958.628	-1.04732	0.172387
535	0	-134.049	84.3717	956.827	-1.04732	0.172387
536	0	-140.111	73.8717	956.826	-1.04732	0.172387
537	3.53165	-134.184	63.4495	958.627	-1.04732	0.172387
538	7.65955	-122.194	63.5273	960.429	-1.04732	0.172387
539	1.61676	-134.302	42.2837	959.838	-1.26578	0.164
540	1.1581	-122.325	42.3303	961.726	-1.26578	0.164
541	0	-128.273	52.7943	960.268	-1.26578	0.164
542	0.963176	-140.25	52.7477	958.379	-1.26578	0.164
543	0	-146.278	42.2371	957.95	-1.26578	0.164
544	3.86417	-140.33	31.7731	959.409	-1.26578	0.164
545	2.61434	-128.354	31.8197	961.297	-1.26578	0.164
546	3.34818	-140.403	10.5832	959.838	-1.49556	0.164
547	0	-128.44	10.5953	961.812	-1.49556	0.164
548	0	-134.411	21.0885	960.696	-1.49556	0.164
549	0	-146.373	21.0763	958.723	-1.49556	0.164
550	0	-152.365	10.571	957.864	-1.49556	0.164
551	0	-146.394	0.0778539	958.98	-1.49556	0.164
552	0	-134.432	0.0900473	960.954	-1.49556	0.164
553	0.378391	-146.417	-21.1145	958.628	4.56917	0.172387
554	1.34157	-134.468	-21.1399	960.686	4.56917	0.172387
555	4.17376	-140.465	-10.6304	959.914	4.56917	0.172387
556	1.67409	-152.413	-10.605	957.855	4.56917	0.172387
557	1.2269	-158.365	-21.0891	956.569	4.56917	0.172387
558	0.791181	-152.369	-31.5987	957.341	4.56917	0.172387
559	5.458	-140.421	-31.6241	959.4	4.56917	0.172387
560	1.20397	-152.355	-52.7774	956.203	4.37892	0.18807
561	5.60706	-140.422	-52.8435	958.345	4.37892	0.18807
562	0.275193	-146.446	-42.3303	957.917	4.37892	0.18807
563	6.8913	-158.379	-42.2641	955.775	4.37892	0.18807
564	0.596252	-164.289	-52.7112	954.061	4.37892	0.18807
565	0	-158.265	-63.2245	954.49	4.37892	0.18807
566	0	-146.331	-63.2906	956.632	4.37892	0.18807
567	0.573319	-128.103	-73.9819	958.628	4.18866	0.172387
568	1.11224	-116.113	-74.0597	960.429	4.18866	0.172387
569	0.149063	-122.176	-63.5598	960.429	4.18866	0.172387
570	2.01808	-134.165	-63.4819	958.628	4.18866	0.172387
571	0	-140.093	-73.9041	956.827	4.18866	0.172387
572	0.309592	-134.03	-84.4041	956.826	4.18866	0.172387
573	0	-122.041	-84.4819	958.627	4.18866	0.172387
574	0	-103.77	-95.1669	959.838	3.97021	0.164
575	0	-91.7337	-95.2479	961.297	3.97021	0.164
576	0	-97.8218	-84.7718	961.726	3.97021	0.164
577	1.07784	-109.858	-84.6907	960.268	3.97021	0.164
578	0	-115.806	-95.0858	958.379	3.97021	0.164
579	3.72658	-109.717	-105.562	957.95	3.97021	0.164
580	0	-97.6815	-105.643	959.409	3.97021	0.164
581	2.12128	-79.3666	-116.301	959.838	3.74043	0.164
582	0	-67.2939	-116.376	960.954	3.74043	0.164
583	4.03617	-73.3958	-105.935	961.812	3.74043	0.164
584	0	-85.4685	-105.859	960.696	3.74043	0.164
585	0	-91.4392	-116.225	958.723	3.74043	0.164
586	0	-85.3373	-126.667	957.864	3.74043	0.164
587	0	-73.2646	-126.742	958.98	3.74043	0.164
588	0	-54.9227	-137.358	958.628	3.52197	0.172387
589	0.435723	-42.8231	-137.42	959.4	3.52197	0.172387
590	0	-48.9265	-127.023	960.686	3.52197	0.172387
591	0	-61.0261	-126.961	959.914	3.52197	0.172387
592	0.424256	-67.0223	-137.296	957.855	3.52197	0.172387
593	0	-60.9188	-147.693	956.569	3.52197	0.172387
594	0	-48.8192	-147.755	957.341	3.52197	0.172387
595	2.27034	-30.471	-158.332	956.203	3.33172	0.18807
596	4.90761	-18.3543	-158.372	956.632	3.33172	0.18807
597	0	-24.447	-148.03	958.345	3.33172	0.18807
598	0.561853	-36.5637	-147.991	957.917	3.33172	0.18807
599	0	-42.5877	-158.292	955.775	3.33172	0.18807
600	0	-36.495	-168.634	954.061	3.33172	0.18807
601	0	-24.3783	-168.673	954.49	3.33172	0.18807
602	4.70122	0.0187218	-147.931	958.628	3.14147	0.172387
603	0	12.1431	-147.931	958.627	3.14147	0.172387
604	0	6.08092	-137.587	960.429	3.14147	0.172387
605	3.05006	-6.04344	-137.587	960.429	3.14147	0.172387
606	0	-12.1056	-147.931	958.628	3.14147	0.172387
607	6.51291	-6.04348	-158.276	956.827	3.14147	0.172387
608	0	6.08088	-158.276	956.826	3.14147	0.172387
609	0	30.5321	-137.451	959.838	2.92301	0.164
610	0	42.6488	-137.416	959.409	2.92301	0.164
611	0.366924	36.6203	-127.068	961.297	2.92301	0.164
612	0	24.5036	-127.102	961.726	2.92301	0.164
613	0	18.4154	-137.485	960.268	2.92301	0.164
614	0	24.4439	-147.834	958.379	2.92301	0.164
615	5.91665	36.5606	-147.799	957.95	2.92301	0.164
616	0	61.036	-126.884	959.838	2.69323	0.164
617	0	73.1298	-126.82	958.98	2.69323	0.164
618	5.09107	67.1379	-116.466	960.954	2.69323	0.164
619	0	55.0441	-116.53	961.812	2.69323	0.164
620	0	48.9422	-126.947	960.696	2.69323	0.164
621	0	54.9341	-137.301	958.723	2.69323	0.164
622	0.607718	67.0278	-137.238	957.864	2.69323	0.164
623	0	91.4941	-116.243	958.628	2.47477	0.172387
624	0	103.55	-116.156	957.341	2.47477	0.172387
625	0	97.5976	-105.796	959.4	2.47477	0.172387
626	0	85.5419	-105.883	960.686	2.47477	0.172387
627	5.95105	79.4385	-116.331	959.914	2.47477	0.172387
628	0	85.3907	-126.691	957.855	2.47477	0.172387
629	2.29328	97.4463	-126.604	956.569	2.47477	0.172387
630	0.607718	121.884	-105.555	956.203	2.28452	0.18807
631	0	133.886	-105.449	954.49	2.28452	0.18807
632	0	127.977	-95.0812	956.632	2.28452	0.18807
633	0	115.975	-95.187	958.345	2.28452	0.18807
634	1.5021	109.882	-105.661	957.917	2.28452	0.18807
635	5.20574	115.791	-116.028	955.775	2.28452	0.18807
636	0	127.794	-115.922	954.061	2.28452	0.18807
637	0.917311	152.151	-94.8273	952.569	2.12813	0.209415
638	5.54973	164.084	-94.7084	950.43	2.12813	0.209415
639	0.240794	158.221	-84.332	952.654	2.12813	0.209415
640	0	146.287	-84.4509	954.793	2.12813	0.209415
641	5.76759	140.217	-94.9462	954.708	2.12813	0.209415
642	2.47674	146.081	-105.323	952.484	2.12813	0.209415
643	0.12613	158.015	-105.204	950.345	2.12813	0.209415
644	5.5956	158.383	-63.2764	954.377	1.95088	0.199081
645	0	170.301	-63.1939	952.15	1.95088	0.199081
646	15.5828	164.414	-52.7637	954.034	1.95088	0.199081
647	4.87321	152.496	-52.8462	956.26	1.95088	0.199081
648	0	146.465	-63.3589	956.603	1.95088	0.199081
649	3.08446	152.353	-73.7891	954.719	1.95088	0.199081
650	0	164.271	-73.7066	952.493	1.95088	0.199081
651	0	164.52	-31.6618	954.98	1.76092	0.195513
652	5.48093	176.421	-31.6189	952.667	1.76092	0.195513
653	0.160529	170.507	-21.1475	954.209	1.76092	0.195513
654	2.56847	158.606	-21.1904	956.522	1.76092	0.195513
655	6.11158	152.618	-31.7047	957.293	1.76092	0.195513
656	0	158.532	-42.1761	955.751	1.76092	0.195513
657	15.9497	170.433	-42.1332	953.438	1.76092	0.195513
658	1.77729	170.555	-0.0278327	954.377	1.57096	0.199081
659	0	182.44	-0.0277937	951.979	1.57096	0.199081
660	9.25337	176.498	10.4722	953.178	1.57096	0.199081
661	5.286	164.613	10.4721	955.576	1.57096	0.199081
662	0	158.671	-0.0278718	956.774	1.57096	0.199081
663	6.98303	164.613	-10.5279	955.575	1.57096	0.199081
664	3.22205	176.498	-10.5278	953.177	1.57096	0.199081
665	0	176.478	31.5826	952.569	1.39371	0.209415
666	0	188.346	31.5366	950.088	1.39371	0.209415
667	0	182.373	42.0525	950.944	1.39371	0.209415
668	6.70784	170.505	42.0984	953.425	1.39371	0.209415
669	0	164.611	31.6285	955.05	1.39371	0.209415
670	0.12613	170.584	21.1127	954.194	1.39371	0.209415
671	0	182.452	21.0667	951.713	1.39371	0.209415
672	0.871445	182.321	63.1578	949.548	1.23732	0.225646
673	1.47916	194.171	63.0627	946.985	1.23732	0.225646
674	0	188.164	73.5818	947.497	1.23732	0.225646
675	0	176.314	73.6768	950.061	1.23732	0.225646
676	1.63969	170.471	63.2529	952.111	1.23732	0.225646
677	0	176.478	52.7339	951.598	1.23732	0.225646
678	0	188.328	52.6388	949.035	1.23732	0.225646
679	0	158.198	84.3529	952.569	1.08094	0.209415
680	2.37354	170.116	84.2429	950.345	1.08094	0.209415
681	0	164.062	94.7471	950.43	1.08094	0.209415
682	4.58655	152.144	94.8571	952.654	1.08094	0.209415
683	7.26969	146.28	84.4628	954.793	1.08094	0.209415
684	4.78148	152.334	73.9586	954.708	1.08094	0.209415
685	2.08688	164.253	73.8487	952.484	1.08094	0.209415
686	0	133.991	105.526	954.377	0.903687	0.199081
687	1.37597	145.967	105.409	952.493	0.903687	0.199081
688	0	139.878	115.888	952.15	0.903687	0.199081
689	0	127.902	116.004	954.034	0.903687	0.199081
690	0	122.014	105.642	956.26	0.903687	0.199081
691	0.355458	128.103	95.1633	956.603	0.903687	0.199081
692	0	140.08	95.0469	954.719	0.903687	0.199081
693	3.09592	109.68	126.647	954.98	0.713724	0.195513
694	5.34334	121.705	126.533	953.438	0.713724	0.195513
695	1.12371	115.593	136.976	952.667	0.713724	0.195513
696	4.54069	103.568	137.09	954.209	0.713724	0.195513
697	0.447189	97.6544	126.762	956.522	0.713724	0.195513
698	2.15568	103.766	116.319	957.293	0.713724	0.195513
699	1.97222	115.791	116.204	955.751	0.713724	0.195513
700	0	85.3018	147.691	954.377	0.523762	0.199081
701	3.79537	97.3663	147.588	953.177	0.523762	0.199081
702	2.56847	91.2442	157.984	951.979	0.523762	0.199081
703	0.745315	79.1798	158.088	953.178	0.523762	0.199081
704	9.63176	73.2374	147.795	955.576	0.523762	0.199081
705	1.20397	79.3594	137.399	956.774	0.523762	0.199081
706	5.92812	91.4239	137.295	955.575	0.523762	0.199081
707	1.06637	60.8879	168.626	952.569	0.346513	0.209415
708	19.8483	72.9817	168.542	951.713	0.346513	0.209415
709	0.917311	66.8615	178.881	950.088	0.346513	0.209415
710	2.41941	54.7677	178.965	950.944	0.346513	0.209415
711	3.77244	48.7941	168.711	953.425	0.346513	0.209415
712	0	54.9143	158.371	955.05	0.346513	0.209415
713	0.309592	67.0081	158.287	954.194	0.346513	0.209415
714	5.84786	36.4642	189.473	949.548	0.190126	0.225646
715	2.06395	48.5776	189.416	949.035	0.190126	0.225646
716	5.88226	42.4715	199.688	946.985	0.190126	0.225646
717	0.963176	30.3581	199.745	947.497	0.190126	0.225646
718	7.18942	24.3508	189.53	950.061	0.190126	0.225646
719	7.52195	30.4569	179.259	952.111	0.190126	0.225646
720	6.05425	42.5703	179.202	951.598	0.190126	0.225646
721	2.93539	6.04743	179.18	952.569	0.0337378	0.209415
722	3.80684	18.1715	179.171	952.484	0.0337378	0.209415
723	0	12.1017	189.447	950.345	0.0337378	0.209415
724	1.35303	-0.0223264	189.456	950.43	0.0337378	0.209415
725	2.78633	-6.07662	179.189	952.654	0.0337378	0.209415
726	1.1925	-0.00685948	168.914	954.793	0.0337378	0.209415
727	0.504521	12.1172	168.905	954.708	0.0337378	0.209415
728	0	-24.3926	168.802	954.377	-0.143511	0.199081
729	0	-12.2731	168.836	954.719	-0.143511	0.199081
730	13.3239	-18.3035	179.116	952.493	-0.143511	0.199081
731	0	-30.423	179.082	952.15	-0.143511	0.199081
732	0	-36.5121	168.768	954.034	-0.143511	0.199081
733	6.06572	-30.4817	158.488	956.26	-0.143511	0.199081
734	0	-18.3622	158.522	956.603	-0.143511	0.199081
735	0.791181	-54.8399	158.309	954.98	-0.333473	0.195513
736	0.263727	-42.7402	158.38	955.751	-0.333473	0.195513
737	2.99273	-48.7282	168.666	953.438	-0.333473	0.195513
738	5.44653	-60.8278	168.595	952.667	-0.333473	0.195513
739	0	-66.9395	158.238	954.209	-0.333473	0.195513
740	0.814113	-60.9515	147.952	956.522	-0.333473	0.195513
741	6.48997	-48.8519	148.023	957.293	-0.333473	0.195513
742	2.51114	-85.2536	147.719	954.377	-0.523436	0.199081
743	0	-73.1891	147.823	955.575	-0.523436	0.199081
744	0.699449	-79.1316	158.115	953.177	-0.523436	0.199081
745	0	-91.1961	158.012	951.979	-0.523436	0.199081
746	0	-97.3181	147.616	953.178	-0.523436	0.199081
747	4.50629	-91.3756	137.323	955.576	-0.523436	0.199081
748	1.60529	-79.3111	137.427	956.774	-0.523436	0.199081
749	1.4333	-115.591	137.044	952.569	-0.700684	0.209415
750	0.389857	-103.576	137.174	954.194	-0.700684	0.209415
751	0	-109.47	147.475	951.713	-0.700684	0.209415
752	2.27034	-121.485	147.344	950.088	-0.700684	0.209415
753	0	-127.605	136.913	950.944	-0.700684	0.209415
754	3.80684	-121.711	126.612	953.425	-0.700684	0.209415
755	1.86902	-109.696	126.743	955.05	-0.700684	0.209415
756	0	-145.857	126.316	949.548	-0.857072	0.225646
757	0	-133.908	126.468	951.598	-0.857072	0.225646
758	0	-139.751	136.778	949.035	-0.857072	0.225646
759	0	-151.699	136.625	946.985	-0.857072	0.225646
760	0.160529	-157.805	126.164	947.497	-0.857072	0.225646
761	0	-151.963	115.854	950.061	-0.857072	0.225646
762	0	-140.014	116.006	952.111	-0.857072	0.225646
763	0.183462	-152.151	94.8273	952.569	-1.01346	0.209415
764	1.75436	-140.217	94.9462	954.708	-1.01346	0.209415
765	0	-146.081	105.323	952.484	-1.01346	0.209415
766	0	-158.015	105.204	950.345	-1.01346	0.209415
767	0	-164.084	94.7084	950.43	-1.01346	0.209415
768	1.42183	-158.221	84.332	952.654	-1.01346	0.209415
769	0	-146.287	84.4509	954.793	-1.01346	0.209415
770	3.61191	-158.383	63.2764	954.377	-1.19071	0.199081
771	0	-146.465	63.3589	956.603	-1.19071	0.199081
772	0	-152.353	73.7891	954.719	-1.19071	0.199081
773	0	-164.271	73.7066	952.493	-1.19071	0.199081
774	0	-170.301	63.1939	952.15	-1.19071	0.199081
775	2.61434	-164.414	52.7637	954.034	-1.19071	0.199081
776	2.02955	-152.496	52.8462	956.26	-1.19071	0.199081
777	0	-164.52	31.6618	954.98	-1.38067	0.195513
778	0	-152.618	31.7047	957.293	-1.38067	0.195513
779	0	-158.532	42.1761	955.751	-1.38067	0.195513
780	1.73142	-170.433	42.1332	953.438	-1.38067	0.195513
781	0	-176.421	31.6189	952.667	-1.38067	0.195513
782	0	-170.507	21.1475	954.209	-1.38067	0.195513
783	0	-158.606	21.1904	956.522	-1.38067	0.195513
784	0	-170.555	0.0278327	954.377	-1.57063	0.199081
785	1.89195	-158.671	0.0278718	956.774	-1.57063	0.199081
786	0	-164.613	10.5279	955.575	-1.57063	0.199081
787	0.12613	-176.498	10.5278	953.177	-1.57063	0.199081
788	7.60221	-182.44	0.0277937	951.979	-1.57063	0.199081
789	7.60221	-176.498	-10.4722	953.178	-1.57063	0.199081
790	0	-164.613	-10.4721	955.576	-1.57063	0.199081
791	0	-176.478	-31.5826	952.569	4.5353	0.209415
792	2.43087	-164.611	-31.6285	955.05	4.5353	0.209415
793	0	-170.584	-21.1127	954.194	4.5353	0.209415
794	0	-182.452	-21.0667	951.713	4.5353	0.209415
795	0	-188.346	-31.5366	950.088	4.5353	0.209415
796	0.401323	-182.373	-42.0525	950.944	4.5353	0.209415
797	0	-170.505	-42.0984	953.425	4.5353	0.209415
798	0	-182.321	-63.1578	949.548	4.37892	0.225646
799	0	-170.471	-63.2529	952.111	4.37892	0.225646
800	0	-176.478	-52.7339	951.598	4.37892	0.225646
801	1.68556	-188.328	-52.6388	949.035	4.37892	0.225646
802	0	-194.171	-63.0627	946.985	4.37892	0.225646
803	0	-188.164	-73.5818	947.497	4.37892	0.225646
804	1.67409	-176.314	-73.6768	950.061	4.37892	0.225646
805	0	-158.198	-84.3529	952.569	4.22253	0.209415
806	0	-146.28	-84.4628	954.793	4.22253	0.209415
807	0	-152.334	-73.9586	954.708	4.22253	0.209415
808	0	-164.253	-73.8487	952.484	4.22253	0.209415
809	0	-170.116	-84.2429	950.345	4.22253	0.209415
810	2.93539	-164.062	-94.7471	950.43	4.22253	0.209415
811	0	-152.144	-94.8571	952.654	4.22253	0.209415
812	0.194929	-133.991	-105.526	954.377	4.04528	0.199081
813	0	-122.014	-105.642	956.26	4.04528	0.199081
814	0	-128.103	-95.1633	956.603	4.04528	0.199081
815	0	-140.08	-95.0469	954.719	4.04528	0.199081
816	0	-145.967	-105.409	952.493	4.04528	0.199081
817	4.93055	-139.878	-115.888	952.15	4.04528	0.199081
818	6.52437	-127.902	-116.004	954.034	4.04528	0.199081
819	4.04763	-109.68	-126.647	954.98	3.85532	0.195513
820	0	-97.6544	-126.762	956.522	3.85532	0.195513
821	5.77906	-103.766	-116.319	957.293	3.85532	0.195513
822	0	-115.791	-116.204	955.751	3.85532	0.195513
823	0	-121.705	-126.533	953.438	3.85532	0.195513
824	1.84609	-115.593	-136.976	952.667	3.85532	0.195513
825	0	-103.568	-137.09	954.209	3.85532	0.195513
826	0	-85.3018	-147.691	954.377	3.66535	0.199081
827	0	-73.2374	-147.795	955.576	3.66535	0.199081
828	3.10739	-79.3594	-137.399	956.774	3.66535	0.199081
829	0	-91.4239	-137.295	955.575	3.66535	0.199081
830	0	-97.3663	-147.588	953.177	3.66535	0.199081
831	0.298126	-91.2442	-157.984	951.979	3.66535	0.199081
832	0	-79.1798	-158.088	953.178	3.66535	0.199081
833	0	-60.8879	-168.626	952.569	3.48811	0.209415
834	0.573319	-48.7941	-168.711	953.425	3.48811	0.209415
835	0	-54.9143	-158.371	955.05	3.48811	0.209415
836	0	-67.0081	-158.287	954.194	3.48811	0.209415
837	0	-72.9817	-168.542	951.713	3.48811	0.209415
838	0	-66.8615	-178.881	950.088	3.48811	0.209415
839	0	-54.7677	-178.965	950.944	3.48811	0.209415
840	0.355458	-36.4642	-189.473	949.548	3.33172	0.225646
841	0	-24.3508	-189.53	950.061	3.33172	0.225646
842	4.28843	-30.4569	-179.259	952.111	3.33172	0.225646
843	0	-42.5703	-179.202	951.598	3.33172	0.225646
844	0	-48.5776	-189.416	949.035	3.33172	0.225646
845	0	-42.4715	-199.688	946.985	3.33172	0.225646
846	0	-30.3581	-199.745	947.497	3.33172	0.225646
847	1.73142	-6.04743	-179.18	952.569	3.17533	0.209415
848	9.33364	6.07662	-179.189	952.654	3.17533	0.209415
849	1.18104	0.00685948	-168.914	954.793	3.17533	0.209415
850	3.57751	-12.1172	-168.905	954.708	3.17533	0.209415
851	0	-18.1715	-179.171	952.484	3.17533	0.209415
852	2.45381	-12.1017	-189.447	950.345	3.17533	0.209415
853	2.53407	0.0223264	-189.456	950.43	3.17533	0.209415
854	0	24.3926	-168.802	954.377	2.99808	0.199081
855	2.54554	36.5121	-168.768	954.034	2.99808	0.199081
856	0	30.4817	-158.488	956.26	2.99808	0.199081
857	6.05425	18.3622	-158.522	956.603	2.99808	0.199081
858	1.3989	12.2731	-168.836	954.719	2.99808	0.199081
859	0	18.3035	-179.116	952.493	2.99808	0.199081
860	0	30.423	-179.082	952.15	2.99808	0.199081
861	0.768248	54.8399	-158.309	954.98	2.80812	0.195513
862	0	66.9395	-158.238	954.209	2.80812	0.195513
863	0	60.9515	-147.952	956.522	2.80812	0.195513
864	5.82492	48.8519	-148.023	957.293	2.80812	0.195513
865	0	42.7402	-158.38	955.751	2.80812	0.195513
866	0.997576	48.7282	-168.666	953.438	2.80812	0.195513
867	0.917311	60.8278	-168.595	952.667	2.80812	0.195513
868	0	85.2536	-147.719	954.377	2.61816	0.199081
869	0	97.3181	-147.616	953.178	2.61816	0.199081
870	0	91.3756	-137.323	955.576	2.61816	0.199081
871	0	79.3111	-137.427	956.774	2.61816	0.199081
872	0	73.1891	-147.823	955.575	2.61816	0.199081
873	6.19185	79.1316	-158.115	953.177	2.61816	0.199081
874	0	91.1961	-158.012	951.979	2.61816	0.199081
875	0	115.591	-137.044	952.569	2.44091	0.209415
876	0	127.605	-136.913	950.944	2.44091	0.209415
877	0	121.711	-126.612	953.425	2.44091	0.209415
878	0.573319	109.696	-126.743	955.05	2.44091	0.209415
879	0	103.576	-137.174	954.194	2.44091	0.209415
880	9.47123	109.47	-147.475	951.713	2.44091	0.209415
881	0	121.485	-147.344	950.088	2.44091	0.209415
882	0.515987	145.857	-126.316	949.548	2.28452	0.225646
883	2.88953	157.805	-126.164	947.497	2.28452	0.225646
884	0	151.963	-115.854	950.061	2.28452	0.225646
885	0	140.014	-116.006	952.111	2.28452	0.225646
886	0	133.908	-126.468	951.598	2.28452	0.225646
887	0	139.751	-136.778	949.035	2.28452	0.225646
888	0	151.699	-136.625	946.985	2.28452	0.225646
889	0	175.974	-115.529	945.323	2.15173	0.246588
890	2.13275	187.842	-115.361	942.849	2.15173	0.246588
891	0.160529	182.054	-105.041	945.493	2.15173	0.246588
892	0.263727	170.186	-105.209	947.967	2.15173	0.246588
893	0	164.106	-115.697	947.797	2.15173	0.246588
894	0	169.895	-126.017	945.154	2.15173	0.246588
895	2.6946	181.763	-125.849	942.68	2.15173	0.246588
896	0	182.27	-84.1318	947.719	2.00324	0.234936
897	0	194.12	-84.0051	945.157	2.00324	0.234936
898	0	188.305	-73.6191	947.462	2.00324	0.234936
899	13.0373	176.455	-73.7458	950.025	2.00324	0.234936
900	0	170.421	-84.2585	950.282	2.00324	0.234936
901	2.02955	176.236	-94.6445	947.976	2.00324	0.234936
902	2.74047	188.086	-94.5178	945.414	2.00324	0.234936
903	0.699449	188.454	-52.6272	948.92	1.84312	0.228876
904	0.401323	200.285	-52.5453	946.271	1.84312	0.228876
905	0	194.44	-42.1061	948.236	1.84312	0.228876
906	0	182.609	-42.188	950.886	1.84312	0.228876
907	0.481588	176.623	-52.7091	951.57	1.84312	0.228876
908	3.64631	182.467	-63.1484	949.604	1.84312	0.228876
909	0.573319	194.298	-63.0665	946.955	1.84312	0.228876
910	0	194.525	-21.0771	948.92	1.67873	0.228876
911	0	206.337	-21.0432	946.186	1.67873	0.228876
912	8.17553	200.461	-10.5633	947.81	1.67873	0.228876
913	1.23837	188.649	-10.5972	950.544	1.67873	0.228876
914	4.64389	182.714	-21.111	951.655	1.67873	0.228876
915	0	188.59	-31.5908	950.031	1.67873	0.228876
916	4.58655	200.402	-31.557	947.296	1.67873	0.228876
917	0	200.477	10.472	947.719	1.51861	0.234936
918	1.03197	212.269	10.4547	944.901	1.51861	0.234936
919	0	206.358	20.9626	946.182	1.51861	0.234936
920	2.6946	194.566	20.9799	949.001	1.51861	0.234936
921	0	188.685	10.4894	950.538	1.51861	0.234936
922	0	194.596	-0.0185116	949.256	1.51861	0.234936
923	0	206.388	-0.0358621	946.437	1.51861	0.234936
924	5.72173	206.284	41.9633	945.323	1.37011	0.246588
925	0	218.056	41.8917	942.423	1.37011	0.246588
