# Channel	Signal	X(mm)	Y(mm)	Z(mm)	Phi(rad)	Theta(rad)
926	0.745315	212.108	52.4149	943.362	1.37011	0.246588
927	0	200.336	52.4865	946.262	1.37011	0.246588
928	1.41037	194.512	42.035	948.223	1.37011	0.246588
929	3.26792	200.46	31.5118	947.284	1.37011	0.246588
930	0.997576	212.232	31.4401	944.384	1.37011	0.246588
931	3.66924	212.012	73.443	941.711	1.23732	0.2632
932	0	223.763	73.3139	938.73	1.23732	0.2632
933	5.66439	217.776	83.8397	939.326	1.23732	0.2632
934	0	206.024	83.9688	942.307	1.23732	0.2632
935	0.928777	200.26	73.5721	944.692	1.23732	0.2632
936	0	206.248	63.0463	944.095	1.23732	0.2632
937	2.53407	217.999	62.9172	941.115	1.23732	0.2632
938	0	188.038	94.6338	945.323	1.10454	0.246588
939	2.88953	199.87	94.4865	942.68	1.10454	0.246588
940	1.14664	193.827	104.996	942.849	1.10454	0.246588
941	0	181.995	105.143	945.493	1.10454	0.246588
942	0.275193	176.207	94.7811	947.967	1.10454	0.246588
943	2.80926	182.25	84.2716	947.797	1.10454	0.246588
944	0.149063	194.082	84.1244	945.154	1.10454	0.246588
945	5.92812	163.995	115.785	947.719	0.956038	0.234936
946	10.4688	175.898	115.628	945.414	0.956038	0.234936
947	1.60529	169.811	126.111	945.157	0.956038	0.234936
948	8.72592	157.909	126.267	947.462	0.956038	0.234936
949	0	152.093	115.942	950.025	0.956038	0.234936
950	2.32768	158.18	105.459	950.282	0.956038	0.234936
951	1.3645	170.082	105.302	947.976	0.956038	0.234936
952	1.62823	139.803	136.892	948.92	0.79592	0.228876
953	2.00662	151.766	136.734	946.955	0.79592	0.228876
954	0.389857	145.648	147.179	946.271	0.79592	0.228876
955	0	133.685	147.337	948.236	0.79592	0.228876
956	1.1925	127.84	137.05	950.886	0.79592	0.228876
957	0	133.959	126.605	951.57	0.79592	0.228876
958	0.791181	145.922	126.447	949.604	0.79592	0.228876
959	0.481588	115.516	157.925	948.92	0.631529	0.228876
960	7.02889	127.53	157.775	947.296	0.631529	0.228876
961	6.24918	121.393	168.172	946.186	0.631529	0.228876
962	1.02051	109.378	168.322	947.81	0.631529	0.228876
963	8.20993	103.502	158.076	950.544	0.631529	0.228876
964	9.11578	109.639	147.679	951.655	0.631529	0.228876
965	0.550386	121.654	147.528	950.031	0.631529	0.228876
966	4.99934	91.1694	178.854	947.719	0.471411	0.234936
967	1.38743	103.225	178.719	946.437	0.471411	0.234936
968	1.47916	97.0805	189.058	944.901	0.471411	0.234936
969	3.62338	85.0249	189.193	946.182	0.471411	0.234936
970	3.9215	79.1138	178.989	949.001	0.471411	0.234936
971	1.02051	85.2583	168.65	950.538	0.471411	0.234936
972	12.6704	97.314	168.516	949.256	0.471411	0.234936
973	6.05425	66.8006	199.629	945.323	0.322912	0.246588
974	3.33672	78.888	199.518	944.384	0.322912	0.246588
975	9.95282	72.7487	209.788	942.423	0.322912	0.246588
976	0	60.6613	209.898	943.362	0.322912	0.246588
977	7.06329	54.7132	199.739	946.262	0.322912	0.246588
978	10.6064	60.8525	189.47	948.223	0.322912	0.246588
979	7.34995	72.9399	189.359	947.284	0.322912	0.246588
980	4.64389	42.4023	220.329	941.711	0.190126	0.2632
981	2.30474	54.5118	220.252	941.115	0.190126	0.2632
982	1.37597	48.39	230.442	938.73	0.190126	0.2632
983	5.61853	36.2805	230.519	939.326	0.190126	0.2632
984	2.01808	30.2929	220.407	942.307	0.190126	0.2632
985	8.03794	36.4147	210.216	944.692	0.190126	0.2632
986	1.63969	48.5242	210.139	944.095	0.190126	0.2632
987	0.378391	12.0638	210.163	945.323	0.0573394	0.246588
988	11.6957	24.187	210.142	945.154	0.0573394	0.246588
989	10.4459	18.1072	220.336	942.68	0.0573394	0.246588
990	0	5.98408	220.357	942.849	0.0573394	0.246588
991	0.515987	-0.0593278	210.184	945.493	0.0573394	0.246588
992	0	6.02042	199.99	947.967	0.0573394	0.246588
993	0	18.1436	199.969	947.797	0.0573394	0.246588
994	5.44653	-18.2749	199.917	947.719	-0.0911594	0.234936
995	3.70364	-6.15335	199.947	947.976	-0.0911594	0.234936
996	13.0946	-12.188	210.146	945.414	-0.0911594	0.234936
997	1.80022	-24.3096	210.116	945.157	-0.0911594	0.234936
998	6.10012	-30.3965	199.887	947.462	-0.0911594	0.234936
999	12.0512	-24.3619	189.688	950.025	-0.0911594	0.234936
1000	3.40552	-12.2403	189.718	950.282	-0.0911594	0.234936
1001	0	-48.6503	189.519	948.92	-0.251278	0.228876
1002	1.2957	-36.5454	189.595	949.604	-0.251278	0.228876
1003	0	-42.5319	199.8	946.955	-0.251278	0.228876
1004	7.49902	-54.6367	199.724	946.271	-0.251278	0.228876
1005	5.91665	-60.7551	189.443	948.236	-0.251278	0.228876
1006	1.30717	-54.7686	179.238	950.886	-0.251278	0.228876
1007	8.51952	-42.6638	179.314	951.57	-0.251278	0.228876
1008	4.96494	-79.0094	179.002	948.92	-0.415668	0.228876
1009	8.86352	-66.9366	179.119	950.031	-0.415668	0.228876
1010	8.42779	-72.8718	189.332	947.296	-0.415668	0.228876
1011	0	-84.9446	189.215	946.186	-0.415668	0.228876
1012	0	-91.0822	178.886	947.81	-0.415668	0.228876
1013	4.33429	-85.147	168.673	950.544	-0.415668	0.228876
1014	0.527454	-73.0742	168.79	951.655	-0.415668	0.228876
1015	0	-109.308	168.382	947.719	-0.575787	0.234936
1016	2.04102	-97.2819	168.534	949.256	-0.575787	0.234936
1017	8.79472	-103.163	178.755	946.437	-0.575787	0.234936
1018	0	-115.189	178.603	944.901	-0.575787	0.234936
1019	0	-121.333	168.23	946.182	-0.575787	0.234936
1020	0	-115.452	158.009	949.001	-0.575787	0.234936
1021	7.52195	-103.426	158.161	950.538	-0.575787	0.234936
1022	0	-139.483	157.665	945.323	-0.724286	0.246588
1023	0	-127.52	157.847	947.284	-0.724286	0.246588
1024	5.22867	-133.344	168.078	944.384	-0.724286	0.246588
1025	4.89615	-145.307	167.896	942.423	-0.724286	0.246588
1026	0	-151.447	157.483	943.362	-0.724286	0.246588
1027	3.34818	-145.623	147.253	946.262	-0.724286	0.246588
1028	3.42845	-133.659	147.435	948.223	-0.724286	0.246588
1029	0	-169.609	146.886	941.711	-0.857072	0.2632
1030	3.96737	-157.724	147.093	944.095	-0.857072	0.2632
1031	2.5226	-163.488	157.334	941.115	-0.857072	0.2632
1032	0	-175.373	157.128	938.73	-0.857072	0.2632
1033	0	-181.495	146.679	939.326	-0.857072	0.2632
1034	0	-175.731	136.438	942.307	-0.857072	0.2632
1035	0	-163.845	136.644	944.692	-0.857072	0.2632
1036	0	-175.974	115.529	945.323	-0.989858	0.246588
1037	0	-164.106	115.697	947.797	-0.989858	0.246588
1038	0	-169.895	126.017	945.154	-0.989858	0.246588
1039	2.98126	-181.763	125.849	942.68	-0.989858	0.246588
1040	4.29989	-187.842	115.361	942.849	-0.989858	0.246588
1041	2.47674	-182.054	105.041	945.493	-0.989858	0.246588
1042	0	-170.186	105.209	947.967	-0.989858	0.246588
1043	0	-182.27	84.1318	947.719	-1.13836	0.234936
1044	1.78876	-170.421	84.2585	950.282	-1.13836	0.234936
1045	0	-176.236	94.6445	947.976	-1.13836	0.234936
1046	0	-188.086	94.5178	945.414	-1.13836	0.234936
1047	0	-194.12	84.0051	945.157	-1.13836	0.234936
1048	4.36869	-188.305	73.6191	947.462	-1.13836	0.234936
1049	0.756781	-176.455	73.7458	950.025	-1.13836	0.234936
1050	0.859979	-188.454	52.6272	948.92	-1.29848	0.228876
1051	0	-176.623	52.7091	951.57	-1.29848	0.228876
1052	0	-182.467	63.1484	949.604	-1.29848	0.228876
1053	2.35061	-194.298	63.0665	946.955	-1.29848	0.228876
1054	0	-200.285	52.5453	946.271	-1.29848	0.228876
1055	0	-194.44	42.1061	948.236	-1.29848	0.228876
1056	0.768248	-182.609	42.188	950.886	-1.29848	0.228876
1057	0	-194.525	21.0771	948.92	-1.46287	0.228876
1058	2.92393	-182.714	21.111	951.655	-1.46287	0.228876
1059	3.56605	-188.59	31.5908	950.031	-1.46287	0.228876
1060	0	-200.402	31.557	947.296	-1.46287	0.228876
1061	0	-206.337	21.0432	946.186	-1.46287	0.228876
1062	0	-200.461	10.5633	947.81	-1.46287	0.228876
1063	0	-188.649	10.5972	950.544	-1.46287	0.228876
1064	3.48578	-200.477	-10.472	947.719	4.6602	0.234936
1065	0	-188.685	-10.4894	950.538	4.6602	0.234936
1066	0	-194.596	0.0185116	949.256	4.6602	0.234936
1067	0	-206.388	0.0358621	946.437	4.6602	0.234936
1068	0	-212.269	-10.4547	944.901	4.6602	0.234936
1069	0	-206.358	-20.9626	946.182	4.6602	0.234936
1070	0	-194.566	-20.9799	949.001	4.6602	0.234936
1071	0	-206.284	-41.9633	945.323	4.5117	0.246588
1072	0	-194.512	-42.035	948.223	4.5117	0.246588
1073	1.1925	-200.46	-31.5118	947.284	4.5117	0.246588
1074	0	-212.232	-31.4401	944.384	4.5117	0.246588
1075	0.550386	-218.056	-41.8917	942.423	4.5117	0.246588
1076	0	-212.108	-52.4149	943.362	4.5117	0.246588
1077	0	-200.336	-52.4865	946.262	4.5117	0.246588
1078	2.36208	-212.012	-73.443	941.711	4.37892	0.2632
1079	0	-200.26	-73.5721	944.692	4.37892	0.2632
1080	20.1808	-206.248	-63.0463	944.095	4.37892	0.2632
1081	0	-217.999	-62.9172	941.115	4.37892	0.2632
1082	0	-223.763	-73.3139	938.73	4.37892	0.2632
1083	1.1581	-217.776	-83.8397	939.326	4.37892	0.2632
1084	0	-206.024	-83.9688	942.307	4.37892	0.2632
1085	0	-188.038	-94.6338	945.323	4.24613	0.246588
1086	0	-176.207	-94.7811	947.967	4.24613	0.246588
1087	0	-182.25	-84.2716	947.797	4.24613	0.246588
1088	0	-194.082	-84.1244	945.154	4.24613	0.246588
1089	0.183462	-199.87	-94.4865	942.68	4.24613	0.246588
1090	0	-193.827	-104.996	942.849	4.24613	0.246588
1091	10.8931	-181.995	-105.143	945.493	4.24613	0.246588
1092	0	-163.995	-115.785	947.719	4.09763	0.234936
1093	0	-152.093	-115.942	950.025	4.09763	0.234936
1094	2.44234	-158.18	-105.459	950.282	4.09763	0.234936
1095	1.91489	-170.082	-105.302	947.976	4.09763	0.234936
1096	0	-175.898	-115.628	945.414	4.09763	0.234936
1097	0	-169.811	-126.111	945.157	4.09763	0.234936
1098	0	-157.909	-126.267	947.462	4.09763	0.234936
1099	0	-139.803	-136.892	948.92	3.93751	0.228876
1100	1.04344	-127.84	-137.05	950.886	3.93751	0.228876
1101	0	-133.959	-126.605	951.57	3.93751	0.228876
1102	3.43992	-145.922	-126.447	949.604	3.93751	0.228876
1103	3.25645	-151.766	-136.734	946.955	3.93751	0.228876
1104	6.30651	-145.648	-147.179	946.271	3.93751	0.228876
1105	2.23595	-133.685	-147.337	948.236	3.93751	0.228876
1106	0	-115.516	-157.925	948.92	3.77312	0.228876
1107	0	-103.502	-158.076	950.544	3.77312	0.228876
1108	0	-109.639	-147.679	951.655	3.77312	0.228876
1109	0	-121.654	-147.528	950.031	3.77312	0.228876
1110	0	-127.53	-157.775	947.296	3.77312	0.228876
1111	8.65712	-121.393	-168.172	946.186	3.77312	0.228876
1112	0	-109.378	-168.322	947.81	3.77312	0.228876
1113	0	-91.1694	-178.854	947.719	3.613	0.234936
1114	0	-79.1138	-178.989	949.001	3.613	0.234936
1115	9.70056	-85.2583	-168.65	950.538	3.613	0.234936
1116	2.23595	-97.314	-168.516	949.256	3.613	0.234936
1117	0	-103.225	-178.719	946.437	3.613	0.234936
1118	0	-97.0805	-189.058	944.901	3.613	0.234936
1119	11.1224	-85.0249	-189.193	946.182	3.613	0.234936
1120	0	-66.8006	-199.629	945.323	3.4645	0.246588
1121	0	-54.7132	-199.739	946.262	3.4645	0.246588
1122	0	-60.8525	-189.47	948.223	3.4645	0.246588
1123	0	-72.9399	-189.359	947.284	3.4645	0.246588
1124	7.38435	-78.888	-199.518	944.384	3.4645	0.246588
1125	0	-72.7487	-209.788	942.423	3.4645	0.246588
1126	2.53407	-60.6613	-209.898	943.362	3.4645	0.246588
1127	6.28358	-42.4023	-220.329	941.711	3.33172	0.2632
1128	0	-30.2929	-220.407	942.307	3.33172	0.2632
1129	0	-36.4147	-210.216	944.692	3.33172	0.2632
1130	0	-48.5242	-210.139	944.095	3.33172	0.2632
1131	0	-54.5118	-220.252	941.115	3.33172	0.2632
1132	0	-48.39	-230.442	938.73	3.33172	0.2632
1133	3.9559	-36.2805	-230.519	939.326	3.33172	0.2632
1134	0	-12.0638	-210.163	945.323	3.19893	0.246588
1135	0	0.0593278	-210.184	945.493	3.19893	0.246588
1136	0	-6.02042	-199.99	947.967	3.19893	0.246588
1137	0	-18.1436	-199.969	947.797	3.19893	0.246588
1138	2.92393	-24.187	-210.142	945.154	3.19893	0.246588
1139	0	-18.1072	-220.336	942.68	3.19893	0.246588
1140	0	-5.98408	-220.357	942.849	3.19893	0.246588
1141	0	18.2749	-199.917	947.719	3.05043	0.234936
1142	0	30.3965	-199.887	947.462	3.05043	0.234936
1143	4.87321	24.3619	-189.688	950.025	3.05043	0.234936
1144	0	12.2403	-189.718	950.282	3.05043	0.234936
1145	4.27696	6.15335	-199.947	947.976	3.05043	0.234936
1146	0	12.188	-210.146	945.414	3.05043	0.234936
1147	0	24.3096	-210.116	945.157	3.05043	0.234936
1148	0	48.6503	-189.519	948.92	2.89031	0.228876
1149	0.470122	60.7551	-189.443	948.236	2.89031	0.228876
1150	0	54.7686	-179.238	950.886	2.89031	0.228876
1151	0	42.6638	-179.314	951.57	2.89031	0.228876
1152	0.95171	36.5454	-189.595	949.604	2.89031	0.228876
1153	0	42.5319	-199.8	946.955	2.89031	0.228876
1154	0	54.6367	-199.724	946.271	2.89031	0.228876
1155	0	79.0094	-179.002	948.92	2.72592	0.228876
1156	0	91.0822	-178.886	947.81	2.72592	0.228876
1157	0	85.147	-168.673	950.544	2.72592	0.228876
1158	0	73.0742	-168.79	951.655	2.72592	0.228876
1159	5.93959	66.9366	-179.119	950.031	2.72592	0.228876
1160	0	72.8718	-189.332	947.296	2.72592	0.228876
1161	0	84.9446	-189.215	946.186	2.72592	0.228876
1162	5.97399	109.308	-168.382	947.719	2.56581	0.234936
1163	0	121.333	-168.23	946.182	2.56581	0.234936
1164	0	115.452	-158.009	949.001	2.56581	0.234936
1165	0.424256	103.426	-158.161	950.538	2.56581	0.234936
1166	1.31863	97.2819	-168.534	949.256	2.56581	0.234936
1167	0.504521	103.163	-178.755	946.437	2.56581	0.234936
1168	0	115.189	-178.603	944.901	2.56581	0.234936
1169	0	139.483	-157.665	945.323	2.41731	0.246588
1170	1.41037	151.447	-157.483	943.362	2.41731	0.246588
1171	0	145.623	-147.253	946.262	2.41731	0.246588
1172	0	133.659	-147.435	948.223	2.41731	0.246588
1173	0	127.52	-157.847	947.284	2.41731	0.246588
1174	2.95833	133.344	-168.078	944.384	2.41731	0.246588
1175	6.23771	145.307	-167.896	942.423	2.41731	0.246588
1176	0	169.609	-146.886	941.711	2.28452	0.2632
1177	0	181.495	-146.679	939.326	2.28452	0.2632
1178	1.84609	175.731	-136.438	942.307	2.28452	0.2632
1179	5.92812	163.845	-136.644	944.692	2.28452	0.2632
1180	0	157.724	-147.093	944.095	2.28452	0.2632
1181	0	163.488	-157.334	941.115	2.28452	0.2632
1182	0	175.373	-157.128	938.73	2.28452	0.2632
1183	0	199.548	-136.038	936.904	2.16916	0.283836
1184	0.12613	211.341	-135.812	934.098	2.16916	0.283836
1185	0	205.64	-125.558	937.157	2.16916	0.283836
1186	7.84301	193.847	-125.784	939.963	2.16916	0.283836
1187	3.47431	187.755	-136.264	939.709	2.16916	0.283836
1188	1.3989	193.456	-146.517	936.65	2.16916	0.283836
1189	0	205.249	-146.292	933.845	2.16916	0.283836
1190	0	205.93	-104.817	939.877	2.04161	0.271253
1191	6.57024	217.702	-104.638	936.982	2.04161	0.271253
1192	0	211.971	-94.3067	939.706	2.04161	0.271253
1193	6.23771	200.199	-94.4859	942.601	2.04161	0.271253
1194	0	194.157	-104.997	942.772	2.04161	0.271253
1195	0	199.888	-115.328	940.048	2.04161	0.271253
1196	0	211.661	-115.149	937.153	2.04161	0.271253
1197	3.71511	212.168	-73.4493	941.671	1.90407	0.26338
1198	0	223.919	-73.32	938.688	1.90407	0.26338
1199	11.8792	218.156	-62.9234	941.073	1.90407	0.26338
1200	0	206.405	-63.0527	944.056	1.90407	0.26338
1201	6.58171	200.417	-73.5785	944.653	1.90407	0.26338
1202	0	206.181	-83.9752	942.268	1.90407	0.26338
1203	1.98368	217.932	-83.8459	939.285	1.90407	0.26338
1204	0	218.284	-42.0087	942.269	1.76092	0.2607
1205	0	230.013	-41.9327	939.201	1.76092	0.2607
1206	0.183462	224.214	-31.4834	941.246	1.76092	0.2607
1207	0	212.485	-31.5594	944.315	1.76092	0.2607
1208	0	206.554	-42.0848	945.338	1.76092	0.2607
1209	2.08688	212.353	-52.5341	943.292	1.76092	0.2607
1210	1.59383	224.083	-52.458	940.224	1.76092	0.2607
1211	0	224.274	-10.5441	941.671	1.61778	0.26338
1212	2.32768	235.981	-10.5245	938.518	1.61778	0.26338
1213	10.9848	230.145	-0.035097	940.222	1.61778	0.26338
1214	1.47916	218.438	-0.0547105	943.375	1.61778	0.26338
1215	0	212.567	-10.5637	944.824	1.61778	0.26338
1216	0	218.404	-21.0531	943.119	1.61778	0.26338
1217	0	230.111	-21.0335	939.966	1.61778	0.26338
1218	8.06087	230.124	20.8988	939.877	1.48023	0.271253
1219	0.378391	241.808	20.8589	936.642	1.48023	0.271253
1220	0.332525	235.931	31.3757	938.005	1.48023	0.271253
1221	0	224.247	31.4156	941.24	1.48023	0.271253
1222	1.3301	218.439	20.9387	943.112	1.48023	0.271253
1223	3.87564	224.316	10.4219	941.749	1.48023	0.271253
1224	0	236.001	10.382	938.514	1.48023	0.271253
1225	0	235.785	52.258	936.904	1.35269	0.283836
1226	10.2968	247.447	52.1555	933.589	1.35269	0.283836
1227	0	241.528	62.6871	934.61	1.35269	0.283836
1228	0	229.866	62.7896	937.925	1.35269	0.283836
1229	0	224.123	52.3605	940.219	1.35269	0.283836
1230	0.642118	230.043	41.8289	939.197	1.35269	0.283836
1231	0	241.705	41.7264	935.883	1.35269	0.283836
1232	0	241.386	83.6185	932.706	1.23732	0.300731
1233	1.3301	253.024	83.4502	929.312	1.23732	0.300731
1234	0	247.059	93.9839	929.991	1.23732	0.300731
1235	1.3301	235.421	94.1522	933.384	1.23732	0.300731
1236	0	229.747	83.7868	936.099	1.23732	0.300731
1237	0	235.712	73.2532	935.421	1.23732	0.300731
1238	0	247.351	73.0849	932.027	1.23732	0.300731
1239	3.10739	217.586	104.794	936.904	1.12196	0.283836
1240	0	229.317	104.605	933.845	1.12196	0.283836
1241	1.2957	223.287	115.121	934.098	1.12196	0.283836
1242	0	211.557	115.31	937.157	1.12196	0.283836
1243	0	205.856	104.984	939.963	1.12196	0.283836
1244	0	211.885	94.4684	939.709	1.12196	0.283836
1245	0.263727	223.616	94.2788	936.65	1.12196	0.283836
1246	4.07057	193.739	125.932	939.877	0.994417	0.271253
1247	0	205.552	125.729	937.153	0.994417	0.271253
1248	0	199.47	136.216	936.982	0.994417	0.271253
1249	4.99934	187.657	136.419	939.706	0.994417	0.271253
1250	0	181.927	126.134	942.601	0.994417	0.271253
1251	0	188.008	115.647	942.772	0.994417	0.271253
1252	2.46527	199.821	115.444	940.048	0.994417	0.271253
1253	0	169.693	147.018	941.671	0.85687	0.26338
1254	4.24256	181.579	146.811	939.285	0.85687	0.26338
1255	0	175.457	157.26	938.688	0.85687	0.26338
1256	2.84366	163.571	157.467	941.073	0.85687	0.26338
1257	1.23837	157.807	147.225	944.056	0.85687	0.26338
1258	8.62272	163.929	136.777	944.653	0.85687	0.26338
1259	9.3107	175.815	136.57	942.268	0.85687	0.26338
1260	1.42183	145.523	168.035	942.269	0.713724	0.2607
1261	1.42183	157.471	167.832	940.224	0.713724	0.2607
1262	4.85028	151.321	178.231	939.201	0.713724	0.2607
1263	4.66682	139.373	178.434	941.246	0.713724	0.2607
1264	6.58171	133.574	168.238	944.315	0.713724	0.2607
1265	0.41279	139.724	157.839	945.338	0.713724	0.2607
1266	4.79295	151.672	157.636	943.292	0.713724	0.2607
1267	11.2944	121.269	188.955	941.671	0.570579	0.26338
1268	4.27696	133.271	188.765	939.966	0.570579	0.26338
1269	9.17311	127.105	199.104	938.518	0.570579	0.26338
1270	11.4549	115.103	199.294	940.222	0.570579	0.26338
1271	1.03197	109.266	189.145	943.375	0.570579	0.26338
1272	0	115.432	178.807	944.824	0.570579	0.26338
1273	0.401323	127.434	178.617	943.119	0.570579	0.26338
1274	6.04278	96.963	209.742	939.877	0.433032	0.271253
1275	0.573319	109.009	209.574	938.514	0.433032	0.271253
1276	10.6523	102.84	219.842	936.642	0.433032	0.271253
1277	0	90.7936	220.011	938.005	0.433032	0.271253
1278	0.447189	84.9167	209.911	941.24	0.433032	0.271253
1279	0.871445	91.0861	199.643	943.112	0.433032	0.271253
1280	0.768248	103.132	199.474	941.749	0.433032	0.271253
1281	5.48093	72.6359	230.325	936.904	0.305491	0.283836
1282	0	84.7164	230.186	935.883	0.305491	0.283836
1283	3.27939	78.5556	240.373	933.589	0.305491	0.283836
1284	5.286	66.4752	240.513	934.61	0.305491	0.283836
1285	5.13694	60.5554	230.464	937.925	0.305491	0.283836
1286	5.11401	66.7162	220.277	940.219	0.305491	0.283836
1287	6.6161	78.7967	220.138	939.197	0.305491	0.283836
1288	3.42845	48.2772	250.856	932.706	0.190126	0.300731
1289	10.3312	60.3821	250.755	932.027	0.190126	0.300731
1290	9.21897	54.2422	260.851	929.312	0.190126	0.300731
1291	10.4344	42.1373	260.952	929.991	0.190126	0.300731
1292	0.321059	36.1723	250.957	933.384	0.190126	0.300731
1293	5.10254	42.3122	240.86	936.099	0.190126	0.300731
1294	9.32217	54.4171	240.759	935.421	0.190126	0.300731
1295	7.72834	18.0384	240.832	936.904	0.0747606	0.283836
1296	7.85447	30.16	240.796	936.65	0.0747606	0.283836
1297	10.1592	24.0679	250.897	933.845	0.0747606	0.283836
1298	5.97399	11.9463	250.933	934.098	0.0747606	0.283836
1299	11.1109	5.91673	240.869	937.157	0.0747606	0.283836
1300	4.57509	12.0088	230.768	939.963	0.0747606	0.283836
1301	8.93231	24.1305	230.732	939.709	0.0747606	0.283836
1302	0	-12.1904	230.749	939.877	-0.0527805	0.271253
1303	8.79472	-0.0672512	230.772	940.048	-0.0527805	0.271253
1304	13.2207	-6.10859	240.878	937.153	-0.0527805	0.271253
1305	0	-18.2317	240.854	936.982	-0.0527805	0.271253
1306	2.85513	-24.3135	230.726	939.706	-0.0527805	0.271253
1307	5.18281	-18.2722	220.62	942.601	-0.0527805	0.271253
1308	14.2986	-6.14904	220.644	942.772	-0.0527805	0.271253
1309	8.71445	-42.4751	220.468	941.671	-0.190327	0.26338
1310	6.59317	-30.3657	220.545	942.268	-0.190327	0.26338
1311	0	-36.3532	230.657	939.285	-0.190327	0.26338
1312	4.32283	-48.4626	230.58	938.688	-0.190327	0.26338
1313	0	-54.5845	220.39	941.073	-0.190327	0.26338
1314	9.95282	-48.5971	210.278	944.056	-0.190327	0.26338
1315	7.67101	-36.4877	210.356	944.653	-0.190327	0.26338
1316	5.36627	-72.7613	210.044	942.269	-0.333473	0.2607
1317	1.77729	-60.6808	210.17	943.292	-0.333473	0.2607
1318	10.1821	-66.6113	220.29	940.224	-0.333473	0.2607
1319	10.7211	-78.6917	220.163	939.201	-0.333473	0.2607
1320	0	-84.8417	209.917	941.246	-0.333473	0.2607
1321	0	-78.9112	199.797	944.315	-0.333473	0.2607
1322	4.44896	-66.8308	199.924	945.338	-0.333473	0.2607
1323	0	-103.006	199.499	941.671	-0.476619	0.26338
1324	0	-90.9693	199.67	943.119	-0.476619	0.26338
1325	0	-96.8399	209.799	939.966	-0.476619	0.26338
1326	0	-108.876	209.628	938.518	-0.476619	0.26338
1327	7.85447	-115.042	199.329	940.222	-0.476619	0.26338
1328	0.401323	-109.171	189.2	943.375	-0.476619	0.26338
1329	2.20155	-97.1351	189.37	944.824	-0.476619	0.26338
1330	6.8225	-133.161	188.844	939.877	-0.614166	0.271253
1331	0	-121.184	189.052	941.749	-0.614166	0.271253
1332	2.99273	-126.991	199.192	938.514	-0.614166	0.271253
1333	6.54731	-138.969	198.983	936.642	-0.614166	0.271253
1334	0.699449	-145.138	188.635	938.005	-0.614166	0.271253
1335	1.96075	-139.33	178.496	941.24	-0.614166	0.271253
1336	7.75128	-127.353	178.704	943.112	-0.614166	0.271253
1337	0	-163.149	178.067	936.904	-0.741707	0.283836
1338	4.0591	-151.246	178.309	939.197	-0.741707	0.283836
1339	3.17619	-156.989	188.459	935.883	-0.741707	0.283836
1340	0	-168.892	188.218	933.589	-0.741707	0.283836
1341	0	-175.052	177.825	934.61	-0.741707	0.283836
1342	0	-169.31	167.675	937.925	-0.741707	0.283836
1343	0	-157.407	167.916	940.219	-0.741707	0.283836
1344	0.699449	-193.109	167.237	932.706	-0.857072	0.300731
1345	0	-181.295	167.506	935.421	-0.857072	0.300731
1346	0.733849	-186.969	177.67	932.027	-0.857072	0.300731
1347	8.54246	-198.782	177.4	929.312	-0.857072	0.300731
1348	5.89372	-204.922	166.968	929.991	-0.857072	0.300731
1349	0	-199.249	156.804	933.384	-0.857072	0.300731
1350	4.67829	-187.435	157.074	936.099	-0.857072	0.300731
1351	0	-199.548	136.038	936.904	-0.972437	0.283836
1352	1.49063	-187.755	136.264	939.709	-0.972437	0.283836
1353	0	-193.456	146.517	936.65	-0.972437	0.283836
1354	0	-205.249	146.292	933.845	-0.972437	0.283836
1355	0	-211.341	135.812	934.098	-0.972437	0.283836
1356	11.0192	-205.64	125.558	937.157	-0.972437	0.283836
1357	0	-193.847	125.784	939.963	-0.972437	0.283836
1358	0	-205.93	104.817	939.877	-1.09998	0.271253
1359	6.54731	-194.157	104.997	942.772	-1.09998	0.271253
1360	0	-199.888	115.328	940.048	-1.09998	0.271253
1361	0	-211.661	115.149	937.153	-1.09998	0.271253
1362	0	-217.702	104.638	936.982	-1.09998	0.271253
1363	11.925	-211.971	94.3067	939.706	-1.09998	0.271253
1364	0	-200.199	94.4859	942.601	-1.09998	0.271253
1365	1.63969	-212.168	73.4493	941.671	-1.23752	0.26338
1366	0.435723	-200.417	73.5785	944.653	-1.23752	0.26338
1367	4.41456	-206.181	83.9752	942.268	-1.23752	0.26338
1368	0	-217.932	83.8459	939.285	-1.23752	0.26338
1369	0	-223.919	73.32	938.688	-1.23752	0.26338
1370	0	-218.156	62.9234	941.073	-1.23752	0.26338
1371	0	-206.405	63.0527	944.056	-1.23752	0.26338
1372	5.5612	-218.284	42.0087	942.269	-1.38067	0.2607
1373	0	-206.554	42.0848	945.338	-1.38067	0.2607
1374	2.8666	-212.353	52.5341	943.292	-1.38067	0.2607
1375	0.366924	-224.083	52.458	940.224	-1.38067	0.2607
1376	1.68556	-230.013	41.9327	939.201	-1.38067	0.2607
1377	0	-224.214	31.4834	941.246	-1.38067	0.2607
1378	0	-212.485	31.5594	944.315	-1.38067	0.2607
1379	0	-224.274	10.5441	941.671	-1.52382	0.26338
1380	0	-212.567	10.5637	944.824	-1.52382	0.26338
1381	3.07299	-218.404	21.0531	943.119	-1.52382	0.26338
1382	0	-230.111	21.0335	939.966	-1.52382	0.26338
1383	2.48821	-235.981	10.5245	938.518	-1.52382	0.26338
1384	3.63484	-230.145	0.035097	940.222	-1.52382	0.26338
1385	0	-218.438	0.0547105	943.375	-1.52382	0.26338
1386	0	-230.124	-20.8988	939.877	4.62182	0.271253
